,Course id,English title,Danish title,Point( ECTS ),Course type,Location,Recommended prerequisites,Responsible,Department,Link
1115,41873,Building design 3,Bolig & Bygning 3,5,BEng,Campus Sisimiut,"11825,41872, /",Eva Birgit Møller,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41873
1116,41874,Plan and Development,Plan og udvikling,"7,5",BEng,Campus Sisimiut,"11832,12832,11833,41875,11836,12836, /,/,/",Eva Birgit Møller,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41874
1117,41875,"Project Management in a Multicultural Greenlandic
Context",Multikulturel projektledelse i Grønland,"2,5",BEng,Campus Sisimiut,"11832,12832,11836,12836, /, og   ,/",Eva Birgit Møller,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41875
1118,41876,"General practice and administration of the building process
in Greenland",Byggeriets praksis og administration i Grønland,5,BEng,Campus Sisimiut,"11825,41872,11832,12832, /, og   ,/",Eva Birgit Møller,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41876
1119,41881,Sustainable building in extreme environments,Bæredygtigt byggeri i ekstreme miljøer,15,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Architectural Engineering_Technological specialization course, MSc. Eng., Civil Engineering","Arctic DTU Campus, Sisimiut, Greenland","11857,30857,11858,41882,11859,12859, (,/,) .   (,/,) .   (,/,) , A background in civil   engineering, building design, or related fields + the above   mentioned courses or corresponding arctic experience.",Martin Kotol,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41881
1120,41882,The Arctic Infrastructure and Society,Infrastruktur og samfund i Arktis,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Architectural Engineering_General competence course, MSc. Eng., Civil Engineering_General competence course, MSc. Eng., Architectural Engineering","Campus Sisimiut Arctic DTU Campus, Sisimiut, Grønland",,Eva Birgit Møller,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41882
1121,41901,Engineering work,Ingeniørarbejde,10,"BSc_Projects and General Subjects, Civil Engineering",Campus Lyngby,,Per Goltermann,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41901
1122,41902,Engineering work,Ingeniørarbejde - fra dele til et hele,10,"BSc_Projects and General Subjects, Architectural Engineering",Campus Lyngby,"11141,41459,11341,41953, (,/,).­(,/,) , The courses are taken   concurrently and are a prerequisete for the project work in   January",Toke Rammer Nielsen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41902
1123,41905,Project work - Bachelor in Building Technology,Fagprojekt - Bachelor i Byggeteknologi,10,"BSc_Projects and General Subjects, Civil Engineering",Campus Lyngby,", Courses being part of the described recommended curriculum inBSc in Building Technology",Jan Karlshøj,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41905
1124,41906,Project work - Architectural Engineering,Fagprojekt - Bygningsdesign,10,"BSc_Projects and General Subjects, Architectural Engineering",Campus Lyngby,", The course is part of the recommended study plan for bachelorsin Architectural Engineering.",Toke Rammer Nielsen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41906
1125,41911,BIM and visual communication,BIM og visuel kommunikation,5,"BEng_Mandatory course, Bachelor of Engineering Architectural Engineering",Campus Lyngby,", none",Kristoffer Negendahl,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41911
1126,41912,Building Information Modeling (BIM),Bygnings Informations Modellering (BIM),5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Architectural Engineering",Campus Lyngby,"11951,41911, /, , Alternatives; 11000/41901,   11990/41902",Kristoffer Negendahl,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41912
1127,41913,Theory and Practice of Architectural Engineering 1,Baggrund for architectural engineering 1,5,"BEng_Mandatory course, Bachelor of Engineering Architectural Engineering",Campus Lyngby,,Christian Neyra Rønne,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41913
1128,41914,Construction and Building Design,Byggeri og bygningsdesign,15,"BEng_Mandatory course, Bachelor of Engineering Architectural Engineering",Campus Lyngby,,Christian Neyra Rønne,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41914
1129,41915,Urban context & large scale structures,"Byens rum, den store konstruktion",10,"BEng_Mandatory course, Bachelor of Engineering Architectural Engineering",Campus Lyngby,", Compentences equivalent to 1. and 2. term at B.eng.architectural engineering",Philip Skov Halding,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41915
1130,41916,Context of Architectural Engineering 2,Baggrund for architectural engineering 2,5,"BEng_Mandatory course, Bachelor of Engineering Architectural Engineering",Campus Lyngby A part of the course is a study trip duringApril.,"11953,41913, /, , Basic knowledge of architectural   history and theory and basic design skills",Jan Karlshøj,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41916
1131,41917,Sustainable building design,Bæredygtigt bygningsdesign - holistiskenergirenovering,10,"BEng_Mandatory course, Bachelor of Engineering Architectural Engineering",Campus Lyngby From spring 2016 the course will be 10 ects and focus onretrofit.,"11937,41452, /, , Basic Knowledge of building   physics",Jan Karlshøj,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41917
1132,41918,"Optimization, resources and environment","Optimering, ressourcer og miljø",5,"BEng_Mandatory course, Bachelor of Engineering Architectural Engineering",Campus Lyngby,"11911,41951, /, , The compulsory courses for DTU   Architectural Engineering B eng students The first 3 semesters   on Architectural Engineering",Jan Karlshøj,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41918
1133,41919,Advanced BIM for architectural engineering,Videregående BIM for bygningsdesign,5,"BEng_Mandatory course, Bachelor of Engineering Architectural Engineering",Campus Lyngby,,Kristoffer Negendahl,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41919
1134,41926,Building technology,Byggeteknik,5,"BSc_Projects and General Subjects, Civil Engineering",Campus Lyngby,"11000,41901, /",Philip Skov Halding,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41926
1135,41927,Building Information Modeling (BIM),Bygnings Informations Modellering (BIM),5,"BSc_Offered as a single course_Technology Core Courses, Civil Engineering_Technology Core Courses, Architectural Engineering",Campus Lyngby,"11000,11990,41901,41902, /,/,/, , Alternative   11951/41911",Kristoffer Negendahl,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41927
1136,41928,Building Design,Bygningsdesign,10,"BSc_Technology Core Courses, Architectural Engineering",Campus Lyngby,"11990,41902,11141,41459,11341,41953, /,/,/,/,/, , Or   similar.",Christian Neyra Rønne,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41928
1137,41929,Digital design tools,Digitale designværktøjer,5,"BSc_Offered as a single course_Technology Core Courses, Architectural Engineering",Campus Lyngby,"11990,41902,11000,41901,11951,41911,11998,41928, (,/,/,/,/,/,) .   (,/,) , Basic prerequisites in BIM and   modeling of buildings",Kristoffer Negendahl,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41929
1138,41931,Building Fire Safety,Brandsikkerhed i bygninger,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Civil Engineering",Campus Lyngby,", The student should possess engineering knowledge aboutbuildings and building elements, and be capable of performingcomputations requiring university levelmathematics.",Lars Schiøtt Sørensen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41931
1139,41932,Fire dynamics,Branddynamik,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Civil Engineering",Campus Lyngby,,Lars Schiøtt Sørensen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41932
1140,41933,Structural Fire Safety Design,Konstruktionsbrandteknik,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Civil Engineering",Campus Lyngby,"11351,41963,11352,41964,11353,41965,11347,41962, (,/,).­(,/,).­(,/,).­(,/,) , Basic knowledge on building   technology of timber structures Advance knowledge on steel and   concrete structures",Luisa Giuliani,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41933
1141,41934,Advanced Building Information Modeling (BIM),Videregående Bygnings Informations Modellering (BIM),5,"MSc_Offered as a single course_General competence course, MSc. Eng., Architectural Engineering_Technological specialization course, MSc. Eng., Civil Engineering",Campus Lyngby,"11031,41927, /",Tim Pat McGinley,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41934
1142,41935,Super-light structures,Superlette konstruktioner,5,"MSc_Technological specialization course, MSc. Eng., Architectural Engineering_General competence course, MSc. Eng., Architectural Engineering",Campus Lyngby,"11941,11311,41956,11744,11746,11023,41933, (,/,/,/,/,/).­(,/,) , The student should be able to   illustrate a structure in 3D in one way or another.",Philip Skov Halding,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41935
1143,41936,Advanced Building Design,Videregående bygningsprojektering,10,"MSc_Offered as a single course_General competence course, MSc. Eng., Civil Engineering_General competence course, MSc. Eng., Architectural Engineering",Campus Lyngby,"11141,41459,11121,12601,11997,12605,11993,11995,11994,11030,11031,41927,11305,41958,11311,41956,11312,11411,12411,11561,12604,11115,41462,11120,11126,11203,12350, (,/,).­(,/,).­(,/,).­,.­,.­,.­(,/,/,).­(,/,).­(,/,).­,.­(,/,).­(,/,).­(,/,).­,.­,.­(,/,) , The design task will be based on   using BIM tools. The student should preferable be familiar with   the BIM concept before signing up for the course.",Tim Pat McGinley,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41936
1144,41937,Structural design of precast concrete buildings,Konstruktionsdesign af betonelementbygninger,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Architectural Engineering_Technological specialization course, MSc. Eng., Civil Engineering",Campus Lyngby,"11010,41926,41203,11311,62263,41956, (,/,).­,.­(,/,/,) , Knowledge about building design   and concrete construction analysis is absolutely   necessary",Philip Skov Halding,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41937
1145,41938,Agile Prototyping,Agile Prototyping,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Architectural Engineering",Campus Lyngby,,Tim Pat McGinley,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41938
1146,41939,Interdisciplinary Design Project,Interdisciplinary Design Project,5,MSc,At one of the partners,", Must have kompetences equal to being on the last semester ofB.sc, B.eng or Msc level.",Kristoffer Negendahl,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41939
1147,41951,Structural Elements and their Function,Konstruktionselementer og deres virkemåde,5,"BEng_Mandatory course, Bachelor of Engineering Architectural Engineering",Campus Lyngby,,Per Goltermann,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41951
1148,41953,Structural engineering 1,Bærende konstruktioner 1,5,"BSc_Technology Core Courses, Architectural Engineering",Campus Lyngby,,Per Goltermann,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41953
1149,41954,Structural engineering 2,Bærende konstruktioner 2,5,"BSc_Mandatory course, Bachelor of Engineering Architectural Engineering",Campus Lyngby,"11341,41953,11911,41951, /,/,/",Peter Noe Poulsen,41 Department of Civil and Mechanical Engineering,https://kurser.dtu.dk/course/41954
