,Kursus id,Engelsk titel,Dansk titel,Point( ECTS ),Kursustype,Undervisningens placering,Anbefalede forudsætninger,Kursusansvarlig,Institut,Link
805,30560,Physical Geodesy,Fysisk Geodæsi,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Geofysik og Rumteknologi ",Campus Lyngby,"10020,10022,10024,10033,01035,30140,30141,30142,30150, (,/,/,/,).­,.­(,.­,.­,).­",Gabriel Strykowski,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30560
806,30564,Summer School in Physical Geodesy and EarthObservation,Sommerskole i Fysisk Geodæsi og Jordobservation,5,Kandidat_Kurset udbydes som enkeltfag,Campus Lyngby,"10020,10022,10024,01035,30140,30141,30142,30150, (,/,/,).­,.­(,/,/,).­",René Forsberg,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30564
807,30574,Earth observations for monitoring changes (EO4Change),Jordobservation for monitorering (EO4Change),5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Geofysik og Rumteknologi _Teknologisk specialisering, kandidatuddannelsen,Miljøteknologi",Campus Lyngby,"10020,10022,10024,10033,30350,30752, (,/,/,/,).­,.­, , Der forventes et grundlæggende   kendskab til programmering, så som Matlab, Python eller   lignede.",Sebastian Bjerregaard Simonsen,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30574
808,30710,"Near-surface Crustal Gravity and Magnetism: A Drone, Air- andGround-based approach for Industrial Applications","Kortlægning af Jordens tyngde- og magnetfelter med fokus pådrone, fly og jordbaserede målinger i industrien",5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Geofysik og Rumteknologi ",Campus Lyngby 2-3 dages feltarbejde et udvalgt sted i Danmark eller detsydlige Sverige.,"30201,30202,30230, (,/,)., , Færdigheder i Matlab/Python   vigtig.",Arne Døssing Andreasen,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30710
809,30720,Space Physics - Physics of the space environment,Rumfysik,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Geofysik og Rumteknologi ",Campus Lyngby,"10033,10034,30400,31400,10036,02631,02632,02633, .­,.­(,/,/,).­(,/,/,)",Christoph Köhn,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30720
810,30745,Earth and Planetary Magnetism,Jordens og Planeters Magnetisme,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Geofysik og Rumteknologi ",Campus Lyngby,"10022,10024,10033,10034,10036,31400,30400,02631,02632,02633,30130,30131,30140,30141,30142,30230, (,/,/(,.­,)).­(,/,/,).­(,/,/,).­(,/,).­(,/,/,).­",Chris Finlay,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30745
811,30752,Cryosphere physics and observation,Kryosfæren,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Geofysik og Rumteknologi ",Campus Lyngby,"10020,10022,10024,30150,30140,30141,30142, (,/,/,).­,.­(,/,/,)",Henriette Skourup,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30752
812,30755,Climate change - physics and observations,Klimaforandring - fysik og observationer,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Geofysik og Rumteknologi _Teknologisk specialisering, kandidatuddannelsen,Miljøteknologi",Campus Lyngby,"01035,30141,30142,30140,12205,02631,02632,02633, .­(,/,/,/,).­(,/,/,)",Rasmus Tage Tonboe,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30755
813,30757,Atmospheric plasmas,Atmosfæriske plasmaer,5,"Kandidat_Teknologisk specialisering, kandidatuddannelsen, Geofysik og Rumteknologi ",Campus Lyngby,"10033,30400,31400,10036,02631,02632,02633, .(,/,/,).   (,/,/,)",Christoph Köhn,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30757
814,30760,Inverse Problems and Machine Learning in Earth and SpacePhysics,Inverse problemer og machine learning i rum- oggeofysik,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Geofysik og Rumteknologi ",Campus Lyngby,"30230,02631,02632,02633,02686,01418, .­(,/,/,).­,.­",Chris Finlay,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30760
815,30787,Scientific Instrumentation for X- and Gamma-RayAstronomy,Videnskabelig instrumentering til røntgen- oggammaastronomi,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Geofysik og Rumteknologi ","Campus Lyngby Lyngby campus, DTU Space, building 328.","01035,30400,31400,10036,10033,30120,30790, .­(,/,/,).­,.­(,/,) , Det vil være en stor fordel at   have haft faststoffysik (f.eks. 10850).",Desiree Della Monica Ferreira,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30787
816,30788,Laboratory course for scientific instrumentation for X-ray andgamma astronomy,Laboratoriekursus for videnskabelig instrumentering tilrøntgen- og gamma-astronomi,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Geofysik og Rumteknologi ","Campus Lyngby Lyngby campus, DTU Space, building 328, studenterlab105+111","01035,31400,10036,10033,30120,30790, .­(,/,).­,.­(,/,) , Faststoffysik (f.eks. 10850)   anbefales.",Irfan Kuvvetli,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30788
817,30790,Observational X-ray Astrophysics,Observationel røntgenastrofysik,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Geofysik og Rumteknologi ",Campus Lyngby,"30120,10034,10036,31400,30400, .­,.­(,/,/,)",Jérôme Chenevez,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30790
818,30794,Astrophysical Data Analysis,Analyseteknikker af astrofysiske data,5,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Geofysik og Rumteknologi ",Campus Lyngby,"30120,30790, /, , Det anbefales at tage 30790   (Observationel røntgenastrofysik) først.",Giorgos Leloudas,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30794
819,30857,Extreme Climate and Physical Nature,Ekstremt klima og fysiske naturforhold,5,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Byggeteknologi_Teknologisk specialisering, kandidatuddannelsen,Miljøteknologi_Tilvalgskurser, Diplomingeniørretning Arktisk Byggeri og infrastruktur","Campus Sisimiut Arctic DTU Campus, Sisimiut, Grønland",,Louise Sandberg Sørensen,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30857
820,30911,"Journal Club in Geophysics, Astrophysics and SpacePhysics","Journal Club in Geophysics, Astrophysics and SpacePhysics",5,"Ph.d., Faglig identitetskursus",Campus Lyngby,,Chris Finlay,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30911
821,30970,Advanced microwave and high-speed integrated circuits,Videregående mikrobølge og højhastighed integreretkredsløb,10,"Ph.d., Fagligt fokuseret kursus",Campus Lyngby,"30420,30445, ., , This course is for PhD students orlate Master students with a confirmed interest in specializing inthe field of high-frequency integrated circuits. It assumes anextensive knowledge in microwave technologies and RF circuitdesign. Furthermore, it is assumed that participants are familiarwith basic concepts from electromagnetics. The course also assumesbasic knowledge in the physics of semiconductor devices.",Tom Keinicke Johansen,30Institut for Rumforskning og -teknologi,https://kurser.dtu.dk/course/30970
822,34019,Physics project (Physics and nanotechnology),Fagprojekt (Fysik og nanoteknologi),10,Bachelor,Campus Lyngby,"10030, ",Niels Gregersen,34 Institut forFotonik,https://kurser.dtu.dk/course/34019
823,34020,Optics and photonics,Optik og fotonik,5,"Bachelor_Kurset udbydes som enkeltfag_Teknologisk linjefag, Fysik og Nanoteknologi",Campus Lyngby,"10009,10013,10036,31400, /,/,/, , senestsamtidigt",Martijn Wubs,34 Institut forFotonik,https://kurser.dtu.dk/course/34020
824,34021,Introduction to optics and photonics,Introduktion til optik og fotonik,5,"Bachelor_Kurset udbydes som enkeltfag_Naturvidenskabelige grundfag, Design & Innovation",Campus Lyngby,"10020,10036,31400,34120, .,.,.",Michael Linde Jakobsen,34 Institut forFotonik,https://kurser.dtu.dk/course/34021
825,34022,Materialernes optiske egenskaber,Optical properties of materials,5,Bachelor_Kurset udbydes som enkeltfag,Campus Lyngby,"34020,10041,  or, , eller andre kurser med grundlæggendeviden om optik og elektromagnetisme",Radu Malureanu,34 Institut forFotonik,https://kurser.dtu.dk/course/34022
826,34029,Physics project,Fagprojekt (fysik og nanoteknologi),10,"Bachelor_Projekter og almene fag, BSc i Fysik & Nanoteknologi",Campus Lyngby,"10030, ",Niels Gregersen,34 Institut forFotonik,https://kurser.dtu.dk/course/34029
827,34031,Applied mathematics for physicists,Anvendt matematik for fysikere,5,Bachelor_Kurset udbydes som enkeltfag,Campus Lyngby,"01005,10036,10020, .,.",Ole Bang,34 Institut forFotonik,https://kurser.dtu.dk/course/34031
828,34032,Optical properties of solids,Faststofoptik,5,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Fysik og Nanoteknologi_Teknologisk specialisering, kandidatuddannelsen, Fotonik _Teknologisk specialisering, kandidatuddannelsen, Kommunikationsteknologier og Systemdesign",Campus Lyngby,"10036,10102,10303,34033, .,.,   ., , kan tages   samtidigt",Nicolas Leitherer-Stenger,34 Institut forFotonik,https://kurser.dtu.dk/course/34032
829,34034,Lasers and photonic systems,Lasere og fotoniske systemer,5,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Fotonik_Generel retningskompetence, kandidatuddannelsen, Fysik og Nanoteknologi_Teknologisk specialisering, kandidatuddannelsen, Kommunikationsteknologier og Systemdesign",Campus Lyngby,"34021,34020,34127,34033,10370, /,/,/,/",Peter Tidemand-Lichtenberg,34 Institut forFotonik,https://kurser.dtu.dk/course/34034
830,34038,Optical design and modelling,Optisk design og modellering,5,Bachelor_Kurset udbydes som enkeltfag,Risø campus,"34020,34021, /",Michael Linde Jakobsen,34 Institut forFotonik,https://kurser.dtu.dk/course/34038
831,34041,Waveguide optics,Bølgelederoptik,5,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Fotonik_Generel retningskompetence, kandidatuddannelsen, Fysik og Nanoteknologi",Campus Lyngby,"10036,31400,34020,34021, /,/,/, , Kendskab til Maxwells   feltligninger og den elektromagnetiske bølgeligning. Kendskab   til vektor matematik, infinitesimalregning og   differentialligninger.",Jesper Lægsgaard,34 Institut forFotonik,https://kurser.dtu.dk/course/34041
832,34042,Quantum photonic communication,Kvantefotonisk kommunikation,5,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Fysik og Nanoteknologi_Teknologisk specialisering, kandidatuddannelsen, Fotonik ",Campus Lyngby,"10102, ",Nika Akopian,34 Institut forFotonik,https://kurser.dtu.dk/course/34042
833,34043,Projects in Optics and Photonics,Projekter i Optik og Fotonik,5,"Kandidat_Generel retningskompetence, kandidatuddannelsen, Fotonik_Generel retningskompetence, kandidatuddannelsen, Fysik og Nanoteknologi",Campus Lyngby,,Karsten Rottwitt,34 Institut forFotonik,https://kurser.dtu.dk/course/34043
834,34046,Experimental methods in photonics,Experimental methods in photonics,5,"Kandidat_Generel retningskompetence, kandidatuddannelsen, Fotonik_Generel retningskompetence, kandidatuddannelsen, Fysik og Nanoteknologi",Campus Lyngby,"34020,34021, /",Yiyu Ou,34 Institut forFotonik,https://kurser.dtu.dk/course/34046
835,34051,Nanophotonics,Nanofotonik,10,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Fotonik_Generel retningskompetence, kandidatuddannelsen, Fysik og Nanoteknologi_Teknologisk specialisering, kandidatuddannelsen, Fotonik _Teknologisk specialisering, kandidatuddannelsen, Kommunikationsteknologier og Systemdesign",Campus Lyngby,"34032,34041,10102,34153,10102, /(,.­,)/(,.­,)",Jesper Mørk,34 Institut forFotonik,https://kurser.dtu.dk/course/34051
836,34052,Nonlinear optics,Ikke-lineær optik,10,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Fotonik_Generel retningskompetence, kandidatuddannelsen, Fysik og Nanoteknologi",Campus Lyngby,"10036,10370,34031,34530, /,.,/",Karsten Rottwitt,34 Institut forFotonik,https://kurser.dtu.dk/course/34052
837,34053,Numerical methods in photonics,Numeriske metoder i fotonik,5,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Fysik og Nanoteknologi_Teknologisk specialisering, kandidatuddannelsen, Fotonik ",Campus Lyngby,"10036,31400,10370,34041, /,.,/, , Kendskab til Matlab er en   fordel.",Andrei Laurynenka,34 Institut forFotonik,https://kurser.dtu.dk/course/34053
838,34060,Ultrafast optics: fundamentals and applications,Ultrahurtig optik: fundament og anvendelser,5,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Fysik og Nanoteknologi_Teknologisk specialisering, kandidatuddannelsen, Fotonik ",Campus Lyngby,"34034,34052, /,. Some knowledge of scientific   programming in Python would be beneficial. , Bacheloreksamen i   naturvidenskabelige eller tekniske fag. Det er ikke   anbefalelsesværdigt at følge kurset uden grundlæggende viden om   lasere og ikke-lineær optik, da dette kan medføre betydeligt   ekstraarbejde i forhold til det normerede. Det anbefales at   kurserne 34034, 34052 er bestået.",Edmund Kelleher,34 Institut forFotonik,https://kurser.dtu.dk/course/34060
839,34061,Optical metrology and signal analysis,Optiske målemetoder og signal analyse,10,"Kandidat_Kurset udbydes som enkeltfag_Teknologisk specialisering, kandidatuddannelsen, Fotonik ",Campus Lyngby,"22052, ",Michael Linde Jakobsen,34 Institut forFotonik,https://kurser.dtu.dk/course/34061
840,34091,PhD Course - Advanced photonic devices journal club,Ph.d.-kursus - Studiekreds indenfor avancerede fotoniskekomponenter,5,"Ph.d., Faglig identitetskursus_Kurset udbydes som enkeltfag",Campus Lyngby,", Basic knowledge of semiconductors and optics",Kresten Yvind,34 Institut forFotonik,https://kurser.dtu.dk/course/34091
841,34092,PhD Course - Nano-optics,Ph.d.-kursus - Nano-optik,5,"Ph.d., Faglig identitetskursus_Kurset udbydes som enkeltfag",Campus Lyngby,,Niels Gregersen,34 Institut forFotonik,https://kurser.dtu.dk/course/34092
842,34094,PhD Course - Quantum Information Journal Club,Ph.d.-kursus - Studiegruppe om Kvanteinformation,5,"Ph.d., Faglig identitetskursus_Kurset udbydes som enkeltfag",Campus Lyngby,,Niels Gregersen,34 Institut forFotonik,https://kurser.dtu.dk/course/34094
843,34120,Electromagnetism for communication,Elektromagnetisme for kommunikation,5,"Bachelor_Kurset udbydes som enkeltfag_Naturvidenskabelige grundfag, Design & Innovation_Teknologisk linjefag, Cyberteknologi",Campus Lyngby,"01005, ",Karsten Rottwitt,34 Institut forFotonik,https://kurser.dtu.dk/course/34120
844,34121,Introduction to Fibre Optic Communications,Introduktion til fiberoptisk kommunikation,5,"Bachelor_Kurset udbydes som enkeltfag_Teknologisk linjefag, Cyberteknologi",Campus Lyngby,"34120, ",Toshio Morioka,34 Institut forFotonik,https://kurser.dtu.dk/course/34121
845,34126,Experimental course in optical communication,Eksperimentelt kursus i optisk kommunikation,5,Bachelor_Kurset udbydes som enkeltfag,Campus Lyngby,,Michael Galili,34 Institut forFotonik,https://kurser.dtu.dk/course/34126
846,34127,Experimental optics and photonics,Eksperimentel optik og fotonik,5,"Bachelor_Teknologisk linjefag, Fysik og Nanoteknologi",Campus Lyngby,"34020,34021, /, , Optik og fotonik",Yiyu Ou,34 Institut forFotonik,https://kurser.dtu.dk/course/34127
847,34129,Experimental course in optical communication,Eksperimentelt kursus i optisk kommunikation,5,Bachelor_Kurset udbydes som enkeltfag,Campus Lyngby,,Michael Galili,34 Institut forFotonik,https://kurser.dtu.dk/course/34129
848,34130,Fundamentals of fibre-optic communication systems,Grundkursus i fiber-optiske kommunikationssystemer,10,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Kommunikationsteknologier og Systemdesign_Teknologisk specialisering, kandidatuddannelsen, Fotonik _Teknologisk specialisering, kandidatuddannelsen, Kommunikationsteknologier og Systemdesign",Campus Lyngby,"34120,31400,10036,34210,34230, /,/,/,/, , Grundlæggende Matlab   programmeringserfaring",Anders Clausen,34 Institut forFotonik,https://kurser.dtu.dk/course/34130
849,34153,Physical concepts in optical communication,Fysiske koncepter i optisk kommunikation,5,"Kandidat_Kurset udbydes som enkeltfag_Generel retningskompetence, kandidatuddannelsen, Fysik og Nanoteknologi_Teknologisk specialisering, kandidatuddannelsen, Fotonik _Teknologisk specialisering, kandidatuddannelsen, Kommunikationsteknologier og Systemdesign",Campus Lyngby,"10370,34033,34020,34032,34021, /,/,/,/",Michael Galili,34 Institut forFotonik,https://kurser.dtu.dk/course/34153
